area,rooms,bathroom,parking spaces,floor,hoa,rent amount,property tax,fire insurance,total
240,4,5,4,2,3000,7000,1396,89,11490
180,4,4,4,68,1700,7000,450,89,9239
150,2,3,1,25,1700,7600,206,97,9603
49,2,1,1,13,508,1606,97,6,2217
125,3,3,1,6,1600,5500,247,70,7417
59,2,1,1,9,801,1300,0,17,2118
145,3,3,1,5,2860,6600,555,84,10100
70,1,1,0,0,0,1086,163,17,1266
217,4,4,3,3,4180,5000,1550,64,10790
178,3,4,4,6,2700,10200,667,130,13700
95,3,2,1,7,850,2300,0,30,3180
102,3,3,2,9,1305,3762,0,27,5094
80,2,2,1,0,0,2188,0,10,2198
212,3,3,2,17,1709,5750,727,73,8259
34,1,1,1,15,550,2900,46,13,3509
300,4,4,4,3,3000,6700,1420,85,11210
220,3,4,3,12,3120,8000,1034,102,12260
54,1,1,0,8,500,3949,0,51,4500
65,2,1,1,12,740,1700,34,22,2496
45,1,1,0,0,0,1500,76,23,1599
26,1,1,1,3,402,1396,0,18,1816
52,2,2,1,4,410,1499,111,19,2039
32,1,1,0,9,255,1300,19,17,1591
130,2,1,0,1,650,2150,9,28,2837
23,1,1,0,23,382,2100,40,27,2549
200,3,2,3,0,0,2900,334,44,3278
157,3,2,0,7,1325,4500,347,58,6230
130,3,2,1,2,1100,4500,384,58,6042
82,2,2,0,3,650,1400,4,18,2072
100,1,1,0,0,0,2720,138,41,2899
845,5,9,6,0,0,8499,1000,128,9627
70,2,2,1,2,150,2200,102,28,2480
100,2,3,1,11,752,9800,265,125,10940
110,2,1,0,8,1100,1500,84,20,2704
46,1,1,1,10,550,580,43,8,1181
250,3,4,2,0,0,6000,75,91,6166
27,1,1,1,6,370,1247,0,9,1626
140,3,3,1,2,1100,3000,59,39,4198
77,2,1,1,5,1148,3100,464,40,4752
550,4,5,5,0,0,5000,875,76,5951
50,2,1,1,8,530,1700,73,22,2325
42,1,1,1,17,1352,1900,150,25,3427
420,5,6,3,13,3500,10000,1667,127,15290
203,3,3,4,3,1900,7000,1225,89,10210
180,2,2,2,0,0,3084,167,47,3298
270,3,4,4,4,3200,4800,928,61,8989
180,3,3,2,1,2000,7200,900,92,10190
24,2,2,1,13,993,5500,141,70,6704
62,2,1,1,7,450,1800,125,23,2398
85,2,2,2,5,1200,5646,499,72,7417
120,3,2,2,19,1650,4500,500,58,6708
47,2,1,1,4,260,900,25,12,1197
180,3,2,1,11,1060,2200,201,28,3489
216,4,4,3,3,3500,8000,1125,102,12730
300,5,6,4,0,0,8700,1311,131,10140
226,3,3,0,0,0,6000,34,91,6125
70,1,1,0,0,0,1520,125,23,1668
100,2,2,0,0,0,1700,200,26,1926
23,1,1,0,23,383,2050,40,26,2499
600,4,3,3,1,6000,3750,1667,48,11470
550,3,7,8,0,0,7700,430,116,8246
30,1,1,0,2,420,870,24,12,1326
126,4,2,2,4,870,3000,290,39,4199
340,4,4,0,0,0,4000,334,61,4395
239,4,4,4,15,2027,5500,974,70,8571
50,1,1,1,25,714,3445,0,19,4178
600,4,4,4,9,7400,8500,3368,108,19380
63,1,1,0,6,700,1280,24,17,2021
62,2,1,1,12,650,1236,34,16,1936
202,3,2,4,0,0,3500,608,53,4161
275,4,5,4,1,4200,9700,1334,123,15360
44,1,1,1,9,398,1900,19,25,2342
69,2,1,1,5,550,1600,5,21,2176
48,1,1,2,15,2121,6800,400,87,9408
90,3,2,1,4,900,2066,92,27,3085
140,3,2,2,13,1475,2000,171,26,3672
100,1,2,2,13,826,3220,0,15,4061
242,5,3,2,0,0,4250,380,64,4694
130,3,4,3,7,1413,2400,597,31,4441
47,1,1,1,8,620,1350,0,18,1988
100,2,3,2,7,1110,4000,375,51,5536
88,2,4,2,8,840,2500,379,32,3751
20,1,1,0,3,602,1800,130,23,2555
40,1,1,0,0,0,1300,0,17,1317
43,1,1,1,5,420,3200,0,41,3661
100,3,2,0,14,1118,2500,112,32,3762
110,3,2,2,2,834,5500,297,70,6701
25,1,1,0,0,0,1000,84,16,1100
48,2,1,0,8,530,2000,35,26,2591
130,3,3,4,9,1316,2210,531,28,4085
23,1,1,0,23,382,2100,40,27,2549
62,3,1,1,8,750,1260,59,16,2085
38,1,1,0,0,0,1650,0,25,1675
100,1,2,2,11,1884,5850,472,75,8281
190,3,3,2,0,0,11000,317,166,11480
37,1,1,0,6,450,1100,450,14,2014
240,3,4,5,9,3200,6400,1400,82,11080
120,3,2,2,5,1500,1900,377,25,3802
130,3,2,2,1,1100,3500,584,45,5229
80,3,1,1,10,911,1400,0,18,2329
80,1,1,1,7,550,3000,100,39,3689
58,2,1,0,16,560,4200,200,54,5014
110,2,2,1,6,620,3960,0,51,4631
40,1,1,1,7,450,2400,0,31,2881
362,4,5,2,0,0,7000,834,106,7940
412,3,5,6,21,2000,3952,459,51,6462
160,3,3,4,3,2300,5000,92,64,7456
55,2,1,0,5,620,2400,24,31,3075
200,3,4,4,0,0,4500,365,68,4933
165,3,2,3,16,1260,3730,955,48,5993
65,2,1,0,0,0,1300,70,17,1387
230,3,5,4,6,1800,7500,0,96,9396
86,2,1,1,1,800,3320,123,42,4285
122,3,2,1,17,970,3860,113,49,4992
51,2,1,1,0,480,1800,58,23,2361
94,3,2,2,1,1337,3570,140,46,5093
80,2,2,1,5,520,1150,109,15,1794
85,2,2,0,17,560,6000,250,43,6853
130,3,2,1,9,1500,4500,0,58,6058
23,1,1,0,23,392,2100,41,27,2560
60,1,1,0,0,0,1000,34,16,1050
75,1,2,0,4,260,2100,0,27,2387
55,3,1,1,7,600,1800,121,23,2544
240,3,4,3,8,2900,7000,1225,89,11210
119,3,2,1,7,1011,3500,247,45,4803
278,4,3,3,3,3790,10000,1514,127,15430
69,3,2,1,8,670,2000,6,26,2702
100,2,2,1,11,0,2000,0,26,2026
55,2,1,1,9,705,1750,0,23,2478
76,2,1,0,2,500,2290,0,30,2820
200,3,4,3,19,2247,8500,1000,33,11780
86,2,2,1,2,480,1250,67,16,1813
87,2,2,1,11,890,5000,260,64,6214
80,2,1,2,0,0,2000,18,31,2049
57,2,1,1,7,570,1500,67,20,2157
35,1,1,0,8,480,500,14,7,1001
60,2,1,1,6,1064,1200,0,16,2280
180,2,1,0,0,0,2300,188,35,2523
45,1,1,1,2,367,1100,34,14,1515
320,8,4,0,0,450,11000,350,166,11970
350,5,4,3,16,3000,15000,1265,191,19460
67,2,1,0,3,230,1050,31,14,1325
178,3,3,3,8,2500,8300,700,106,11610
54,2,1,1,3,286,1099,23,14,1422
50,1,1,0,0,225,900,156,14,1295
450,4,5,7,0,0,12000,334,181,12520
138,3,4,3,16,1500,5200,34,66,6800
129,3,4,3,6,1650,2500,434,32,4616
118,3,3,2,17,1000,3890,356,50,5296
340,4,5,4,2,3500,5500,1834,70,10900
383,4,5,6,0,2780,10200,1760,154,14890
13,1,1,0,1,0,2200,5,28,2233
167,3,2,1,14,1800,9500,500,121,11920
399,3,5,4,21,7000,12000,0,153,19150
46,1,1,1,4,560,1100,45,14,1719
74,3,2,2,15,850,1450,100,19,2419
800,5,4,8,0,0,14200,2250,214,16660
180,3,4,3,15,2200,8900,782,113,12000
180,3,3,1,8,1512,6000,380,77,7969
303,4,5,1,0,0,9000,0,126,9126
45,1,1,1,2,781,2970,92,38,3881
220,3,2,2,13,1200,3800,292,49,5341
70,2,1,1,7,700,1300,0,17,2017
101,2,3,1,9,1350,5600,85,71,7106
72,2,1,1,7,438,1440,51,19,1948
200,3,4,2,4,2500,2000,275,26,4801
250,3,2,1,2,3200,8500,5000,108,16810
126,2,1,0,0,0,1700,314,26,2040
290,3,3,2,0,0,15000,1000,226,16230
166,2,1,5,0,0,2200,200,34,2434
133,3,2,0,6,813,2957,38,38,3846
208,3,4,3,1,1900,3800,1100,49,6849
178,3,3,0,17,1033,6400,709,82,8224
49,2,1,1,5,450,1650,93,21,2214
42,1,1,1,6,528,1861,0,7,2396
236,3,4,5,0,0,3700,452,56,4208
50,1,1,0,0,0,820,8,13,841
45,1,1,0,3,310,1137,41,8,1496
60,1,1,1,8,900,4600,100,59,5659
180,3,2,2,3,2200,2500,542,32,5274
68,2,2,1,14,762,2083,154,27,3026
35,1,1,0,4,500,1248,0,16,1764
170,3,3,4,4,2145,5000,871,64,8080
101,3,2,2,12,850,5500,445,70,6865
35,1,1,0,2,1,1587,0,21,1609
155,4,5,3,3,3300,3500,1000,45,7845
213,3,4,3,2,1787,3800,639,49,6275
110,2,3,3,0,0,2200,8,34,2242
70,2,1,1,8,600,2000,0,26,2626
44,1,1,0,7,350,550,12,7,919
73,2,2,1,16,550,2240,105,29,2924
285,4,5,4,6,200000,20000,1834,254,222100
40,1,1,0,0,0,780,17,12,809
330,5,6,2,11,800,8950,250,114,10110
140,3,3,2,12,1301,2400,250,31,3982
120,3,4,3,4,1300,4440,289,57,6086
60,3,2,1,0,0,2430,0,37,2467
311,3,6,4,23,1800,12500,1084,159,15540
92,2,2,0,2,790,2650,234,34,3708
380,3,3,4,0,0,4200,300,64,4564
69,2,2,2,8,853,3063,197,13,4126
60,2,2,1,1,862,2514,0,32,3408
85,3,1,2,9,1225,2600,182,33,4040
140,4,2,1,8,1800,2400,486,31,4717
50,2,1,1,14,600,1500,0,20,2120
25,1,1,0,1,0,885,0,12,897
250,3,1,0,0,0,4300,542,65,4907
178,3,3,4,12,2180,15000,850,191,18220
145,3,3,2,2,2600,11000,475,140,14220
36,1,1,0,2,290,1684,0,6,1980
144,4,3,2,13,1357,1750,210,23,3340
70,2,1,0,0,0,1300,50,20,1370
30,1,1,0,12,350,3300,0,42,3692
53,2,2,1,15,580,2100,41,27,2748
350,4,6,6,0,1200,7600,55,115,8970
30,1,1,0,2,0,2060,0,27,2087
17,1,1,0,2,0,2700,42,35,2777
200,3,3,1,5,1750,3200,167,41,5158
100,2,1,0,0,0,1100,125,17,1242
127,3,2,1,10,1393,6156,172,78,7799
58,2,1,0,13,389,1480,52,19,1940
25,1,1,0,2,160,620,15,8,803
92,3,2,3,17,643,3700,299,47,4689
320,3,4,4,5,5500,15000,1942,191,22630
82,1,1,1,0,290,1200,82,16,1588
65,2,2,1,12,980,6000,250,77,7307
80,2,1,0,0,0,1439,52,22,1513
50,1,1,1,12,773,3148,0,11,3932
50,2,1,1,8,580,1100,100,14,1794
20,1,1,0,9,435,1650,0,12,2097
164,3,2,2,0,0,2100,293,32,2425
260,4,5,5,3,0,15000,0,191,15190
40,1,1,0,0,0,960,0,15,975
200,3,3,3,0,0,2000,166,31,2197
22,1,1,0,26,302,2050,45,26,2423
390,3,3,2,1,1800,6500,1000,83,9383
141,3,3,2,0,0,4000,409,61,4470
55,2,2,1,5,380,1850,0,24,2254
55,2,1,1,11,743,1300,22,17,2082
300,3,3,4,0,1,3800,450,58,4309
96,2,3,2,8,590,4169,241,53,5053
100,3,2,1,0,0,3500,98,53,3651
50,2,1,1,1,496,1200,0,16,1712
250,2,1,6,0,0,2200,167,34,2401
74,3,2,1,17,706,1120,100,15,1941
62,2,2,1,9,749,2500,45,32,3326
70,1,1,0,4,430,1300,17,17,1764
18,1,1,0,0,0,1720,0,22,1742
80,2,2,2,0,1000,5500,0,70,6570
62,2,1,2,7,609,1500,90,20,2219
77,3,1,0,0,474,1000,43,13,1530
86,2,1,1,12,1000,3007,84,39,4130
56,2,2,2,1,480,1630,42,21,2173
69,2,1,0,4,525,3000,0,22,3547
126,3,2,2,13,1280,2400,334,31,4045
70,2,1,1,8,800,2960,0,38,3798
205,3,3,4,0,0,6500,667,98,7265
70,2,1,1,7,650,1727,0,6,2383
130,2,2,2,3,1752,6200,634,79,8665
63,2,2,1,0,0,1920,79,29,2028
36,1,1,0,11,359,2100,70,27,2556
102,3,3,0,7,1270,3500,434,45,5249
49,1,1,1,3,680,2300,200,30,3210
360,3,5,3,14,3000,12500,125,159,15780
16,1,1,0,6,250,1173,0,7,1448
120,2,3,1,15,1150,8500,212,108,9970
330,4,6,6,0,680,8000,328,121,9129
40,1,1,0,1,0,980,0,13,993
188,3,3,1,4,1600,6000,334,77,8011
700,4,7,8,0,0,45000,8750,677,54430
105,1,1,2,29,1300,8700,417,111,10530
230,5,5,3,0,0,9900,620,149,10670
60,2,1,1,3,350,1600,55,21,2026
70,2,1,1,0,230,1300,50,17,1597
55,2,1,1,3,385,940,20,12,1357
100,3,3,2,13,980,6300,491,80,7851
270,3,4,0,1,0,3500,165,45,3710
36,1,1,1,9,659,2600,145,10,3414
105,2,2,2,8,1544,6500,520,83,8647
120,2,1,1,0,0,4000,24,61,4085
16,1,1,0,1,0,850,9,11,870
300,4,4,4,12,3000,10000,1167,127,14290
115,2,2,1,18,950,6500,125,83,7658
67,1,2,1,12,845,2850,117,37,3849
100,2,1,0,0,0,2000,110,31,2141
320,4,4,8,0,0,7000,980,106,8086
77,2,1,0,3,590,2050,0,26,2666
270,3,4,2,6,2890,6500,100,83,9573
104,2,3,2,1,1300,4600,242,59,6201
70,2,1,1,7,467,1800,170,23,2460
68,1,1,0,3,500,1500,0,20,2020
410,4,5,5,1,0,20000,0,254,20250
60,1,1,0,3,180,1200,0,16,1396
270,3,2,4,21,3200,13000,1250,165,17620
65,2,1,1,3,1300,3000,109,39,4448
100,2,1,3,0,0,2700,378,41,3119
250,3,4,2,10,2900,10000,584,127,13610
119,3,3,1,4,1500,3510,209,45,5264
394,4,6,4,23,6000,4000,2500,51,12550
660,5,5,4,0,1400,5000,1000,76,7476
40,1,1,0,3,307,1555,0,20,1882
60,3,1,1,15,556,2390,4,31,2981
240,3,2,2,17,2680,9800,667,125,13270
180,3,1,1,18,1800,9500,482,121,11900
400,4,4,4,0,0,7500,742,113,8355
250,3,4,3,4,3570,14000,1256,178,19000
60,2,1,0,1,457,1170,55,15,1697
77,2,2,1,9,725,1200,71,16,2012
154,4,3,3,21,1684,7000,1020,89,9793
250,3,3,2,0,0,3700,459,56,4215
450,4,5,4,0,0,6900,230,104,7234
179,3,3,0,9,1828,12000,472,153,14450
400,5,5,4,0,0,15000,1800,226,17030
102,2,1,0,1,200,1700,17,22,1939
45,2,2,0,0,0,1630,84,25,1739
90,1,2,2,13,1500,8000,500,102,10100
230,3,3,3,7,2500,3916,586,50,7052
220,2,4,2,0,0,6200,1200,94,7494
58,1,2,1,5,724,1250,0,16,1990
67,2,2,2,12,800,1070,84,14,1968
113,3,2,1,6,1000,3000,50,39,4089
111,3,4,3,1,2500,2700,704,35,5939
50,2,1,1,1,550,1450,0,19,2019
54,2,1,1,11,724,3500,119,45,4388
300,5,5,2,0,0,4000,220,61,4281
65,2,2,1,6,723,2360,81,30,3194
80,2,2,2,0,0,3600,390,55,4045
50,2,1,1,11,560,1200,7,16,1783
35,1,1,1,1,0,1020,30,13,1063
200,3,2,1,0,0,2700,300,41,3041
43,1,1,1,5,518,900,45,12,1475
41,1,1,0,12,290,1573,60,20,1943
63,1,1,1,9,1283,7400,286,94,9063
190,4,4,3,11,2289,7000,860,89,10240
500,4,4,4,0,0,7500,552,113,8165
73,3,2,1,9,612,1850,95,24,2581
104,3,1,0,3,600,700,69,9,1378
35,1,1,0,0,0,700,80,11,791
120,2,2,2,0,100,5500,158,83,5841
55,2,3,2,0,170,1850,123,28,2171
240,2,1,5,0,0,2600,0,40,2640
400,4,5,3,3,4670,6000,1195,77,11940
200,2,3,1,10,1750,4500,0,58,6308
40,1,1,1,1,580,2049,88,26,2743
68,2,1,0,12,470,1300,50,17,1837
150,2,3,0,0,0,4000,124,61,4185
50,2,1,1,8,400,1700,54,22,2176
113,3,2,2,11,700,1450,79,19,2248
88,2,2,2,1,1100,6250,490,80,7920
90,3,2,3,1,1018,1500,201,20,2739
350,3,3,8,0,0,9240,1042,139,10420
340,4,6,4,0,0,11470,1009,173,12650
86,2,1,1,9,1100,5800,284,74,7258
216,4,3,0,17,2250,8000,609,102,10960
170,4,5,3,14,1927,5200,709,66,7902
400,3,3,6,0,0,15000,1123,226,16350
77,2,1,1,7,880,1200,129,16,2225
350,4,5,4,0,680,8000,417,121,9218
145,4,2,2,0,0,2230,250,34,2514
180,4,1,1,13,2420,8500,400,108,11430
144,4,2,2,6,1820,5500,667,70,8057
60,2,1,1,3,802,3005,6,39,3852
220,4,3,0,3,440,6000,0,77,6517
60,2,1,1,8,1052,6400,114,82,7648
165,3,1,2,0,0,3800,0,25,3825
400,5,6,4,15,4000,3502,1250,45,8797
77,3,2,1,1,694,1900,38,25,2657
215,3,4,4,0,0,10000,373,151,10520
78,3,2,2,3,605,1780,68,23,2476
96,2,2,2,12,980,1800,225,23,3028
400,4,5,4,13,2700,7000,1500,89,11290
120,3,2,2,5,1520,5000,0,36,6556
53,2,1,1,8,720,3250,67,42,4079
70,2,1,0,1,832,1750,0,13,2595
100,3,3,0,5,820,6330,148,81,7379
69,2,1,1,2,270,800,40,11,1121
25,1,1,0,0,0,1350,87,21,1458
68,3,2,1,3,455,1299,0,17,1771
30,1,1,1,10,730,1850,70,24,2674
156,2,4,2,11,2690,10000,520,127,13340
33,1,1,0,12,385,3000,125,39,3549
205,3,5,1,8,1805,2800,775,36,5416
79,2,3,1,14,2500,3100,500,40,6140
70,3,2,1,4,695,2550,284,33,3562
40,1,1,0,8,0,1094,0,5,1099
438,5,4,0,0,0,7735,417,117,8269
30,1,1,0,0,0,1000,43,13,1056
212,3,5,3,7,2300,7000,1084,89,10470
32,1,1,0,3,515,1700,29,22,2266
269,4,4,5,21,2980,14000,1834,178,18990
63,2,1,1,5,460,1100,4,14,1578
39,1,1,0,10,300,2000,0,26,2326
200,3,2,3,3,1600,4000,0,51,5651
290,3,3,1,5,2500,2500,340,32,5372
30,1,1,1,18,2000,1950,229,25,4204
176,4,5,0,1,1350,9500,792,121,11760
77,2,2,1,6,900,3000,80,39,4019
47,1,1,0,2,198,1490,66,19,1773
135,3,2,0,3,1400,4500,317,58,6275
108,2,3,2,0,450,2100,250,32,2832
212,4,3,2,17,2835,13800,694,175,17500
140,2,4,1,11,2200,8900,300,113,11510
51,2,1,1,1,390,800,50,11,1251
42,1,1,1,9,565,3800,24,49,4438
108,3,3,3,11,1100,4000,455,51,5606
53,1,1,0,6,403,500,15,7,925
254,3,3,3,11,4255,12750,1692,162,18860
67,3,1,1,1,351,900,40,12,1303
50,2,1,1,1,500,2000,3,26,2529
115,4,4,3,2,2600,4000,417,51,7068
70,2,1,1,0,341,1184,60,15,1600
140,3,4,2,6,1350,2500,200,32,4082
156,2,3,2,8,2040,13590,292,173,16090
295,4,4,4,21,3700,9500,1417,121,14740
42,1,1,1,5,330,2100,107,27,2564
480,4,5,2,0,0,6000,2309,91,8400
65,1,2,2,3,950,3400,215,44,4609
220,4,5,3,9,2300,9700,1084,123,13210
57,2,1,2,8,710,2200,75,28,3013
170,3,3,0,10,1900,7500,529,96,10030
55,1,1,1,2,452,850,44,11,1357
117,4,5,4,16,1521,2500,646,32,4699
280,5,2,1,0,0,8000,0,121,8121
140,4,3,2,10,2000,3800,334,49,6183
57,2,2,0,9,590,1908,125,25,2648
200,3,4,2,0,0,2500,500,38,3038
35,1,1,0,1,0,900,50,12,962
30,1,1,0,15,280,500,10,7,797
42,1,1,0,9,1290,1500,184,20,2994
69,2,1,1,7,485,980,60,13,1538
60,2,1,1,7,460,1230,100,16,1806
253,3,5,5,9,2760,6750,1770,86,11370
220,4,5,2,0,0,6500,1176,98,7774
127,2,3,2,1,996,3600,292,46,4934
85,3,2,1,10,700,2730,113,35,3578
470,4,6,3,0,0,7200,1134,109,8443
124,3,3,2,16,1100,2791,339,36,4266
100,2,2,0,0,0,3250,0,49,3299
60,2,2,1,11,1680,4000,200,51,5931
57,1,1,0,10,500,2200,0,28,2728
54,1,1,1,20,700,4500,167,58,5425
84,3,1,1,6,670,2180,100,28,2978
360,3,4,1,10,2300,10000,584,127,13010
51,2,1,0,12,456,2000,0,26,2482
119,2,2,0,5,909,2350,0,30,3289
70,2,1,0,0,0,1700,25,26,1751
100,3,3,2,3,1100,4350,350,56,5856
100,2,1,0,4,0,1500,50,23,1573
79,2,1,1,3,513,1444,0,19,1976
220,3,4,3,2,2500,5150,1250,66,8966
100,3,1,0,0,0,2700,292,41,3033
108,3,3,2,2,1200,3400,334,44,4978
230,2,1,8,0,0,4500,720,68,5288
103,3,3,2,3,1310,6500,448,83,8341
90,3,2,2,2,1320,1700,225,22,3267
220,4,4,2,10,2500,3200,552,41,6293
125,3,2,2,11,1450,2100,372,27,3949
54,1,1,1,8,1290,3850,209,49,5398
300,5,5,3,0,0,4700,334,71,5105
280,3,5,3,0,0,8000,0,121,8121
45,2,2,0,0,0,1650,84,25,1759
60,3,1,1,5,600,1800,50,23,2473
100,2,2,1,15,1500,7100,0,90,8690
40,1,1,1,10,700,2600,25,33,3358
160,3,2,1,10,1100,2300,109,30,3539
41,2,1,0,1,300,1478,0,19,1797
350,5,3,6,0,0,6070,1084,92,7246
300,3,3,3,0,0,3500,250,53,3803
89,2,2,2,20,1518,4500,356,58,6432
325,4,5,7,0,0,13000,825,196,14020
170,2,2,5,0,0,5500,600,83,6183
520,4,6,4,0,0,15000,2250,226,17480
480,4,6,5,9,6660,15000,3063,191,24910
45,1,1,1,2,565,2500,0,32,3097
89,3,1,1,2,1083,2000,255,26,3364
108,3,2,2,12,900,2900,202,37,4039
48,2,1,0,5,263,1000,66,13,1342
160,3,2,2,18,1530,1900,167,25,3622
160,2,3,3,0,0,7500,417,113,8030
100,4,3,2,2,1027,2500,369,32,3928
75,3,2,1,21,501,2900,28,37,3466
215,4,4,3,6,3800,3400,1084,44,8328
125,3,4,1,2,1100,4900,0,63,6063
94,3,2,3,5,820,2200,350,28,3398
60,2,1,1,8,850,2750,0,35,3635
66,2,1,1,10,700,3800,84,27,4611
300,4,5,4,0,0,5000,538,76,5614
102,3,3,2,12,1366,5702,276,73,7417
462,7,2,3,0,0,8600,834,130,9564
51,2,1,2,13,457,1850,56,24,2387
120,3,3,2,0,0,3500,122,53,3675
35,1,1,1,10,1400,2800,205,36,4441
229,4,2,3,2,1100,5500,409,70,7079
530,4,5,6,0,0,15000,0,226,15230
74,3,1,1,3,350,1000,54,13,1417
96,2,1,1,2,1080,4300,118,55,5553
181,4,5,3,5,2100,2600,579,33,5312
38,1,1,1,1,437,1942,14,9,2402
260,2,3,4,0,0,5500,142,83,5725
126,3,2,0,1,150,2210,125,28,2513
98,1,2,2,4,1750,8400,580,107,10840
220,4,3,3,20,2080,5500,1092,70,8742
164,3,2,2,6,3182,8500,608,108,12400
50,1,1,1,3,690,4230,36,54,5010
55,2,1,1,1,360,900,53,12,1325
300,4,4,3,2,2300,6000,417,77,8794
40,1,1,1,1,0,1300,30,17,1347
68,2,1,1,8,384,1306,0,17,1707
220,2,2,3,0,0,10500,750,158,11410
270,2,3,4,0,0,3270,169,50,3489
255,3,4,4,9,1650,5000,125,64,6839
49,1,1,1,10,680,2300,200,30,3210
300,3,3,5,0,0,5000,584,76,5660
300,4,5,2,6,3600,7800,609,99,12110
38,2,1,0,5,577,3200,50,41,3868
150,3,3,3,11,2270,6000,754,77,9101
200,3,2,3,0,300,2550,600,39,3489
427,4,6,4,13,3440,10000,1350,127,14920
75,3,1,1,2,770,1900,85,25,2780
150,3,3,2,0,0,3300,135,50,3485
300,3,1,2,0,0,4500,292,68,4860
220,3,2,1,0,0,5000,500,76,5576
213,3,5,5,10,3800,6200,0,79,10080
320,4,6,4,4,5400,15000,175,191,20770
84,3,2,1,3,741,2175,185,28,3129
75,2,1,0,0,450,2500,94,32,3076
57,2,1,0,4,318,1700,0,22,2040
16,1,1,0,1,0,850,9,11,870
72,2,2,1,7,480,850,9,11,1350
140,3,4,2,11,1750,12000,615,153,14520
80,2,2,1,8,860,2000,34,26,2920
170,3,3,3,7,2450,3000,1015,39,6504
67,3,1,1,9,626,1550,110,20,2306
79,2,1,0,0,0,2100,218,27,2345
170,3,3,3,0,0,3500,209,53,3762
120,3,2,1,6,850,3200,120,41,4211
206,3,2,3,15,1900,3910,417,50,6277
249,3,3,1,9,2250,8500,420,108,11280
120,4,4,2,5,2500,9500,116,121,12240
260,3,4,4,0,900,2800,129,43,3872
120,2,1,0,3,830,1100,95,14,2039
400,4,6,4,0,0,15000,1875,226,17100
165,3,1,3,0,0,3400,384,52,3836
55,2,1,1,6,450,1800,111,23,2384
75,3,2,2,12,800,2236,64,29,3129
402,4,5,2,0,450,7500,63,113,8126
58,2,1,1,2,332,1200,25,16,1573
50,1,1,0,0,0,1220,0,19,1239
60,4,4,1,5,700,2120,100,27,2947
280,4,5,4,18,3600,12000,917,153,16670
214,4,4,3,5,2638,6520,1187,83,10430
110,3,1,0,0,0,2000,0,31,2031
35,1,2,1,3,830,3081,0,9,3920
320,3,3,8,0,0,5500,572,83,6155
50,1,1,0,1,50,750,25,10,835
128,3,3,0,3,2500,12000,500,153,15150
70,2,1,1,1,300,1100,14,14,1428
277,3,2,1,11,2332,7800,601,99,10830
200,4,4,3,9,2800,5000,1211,64,9075
70,2,2,1,1,280,1000,138,13,1431
50,1,1,1,3,455,1900,0,25,2380
130,3,3,2,3,1140,4000,292,51,5483
600,6,5,5,0,0,12000,3334,181,15520
135,3,3,0,1,1400,3810,167,49,5426
27,1,1,0,5,1405,3500,1,45,4951
197,3,1,2,0,0,2100,290,32,2422
400,10,5,8,0,0,10900,1417,164,12480
92,3,2,3,1,752,2525,0,32,3309
119,3,3,1,8,790,3750,135,48,4723
16,1,1,0,2,397,899,18,12,1326
45,2,1,1,8,450,2010,3,26,2489
57,2,1,1,5,550,2450,63,32,3095
22,1,1,0,5,423,1600,0,21,2044
116,3,2,2,5,1884,3800,518,49,6251
33,1,1,0,3,350,1650,0,21,2021
250,4,4,0,0,750,3825,369,58,5002
128,2,3,2,1,1500,7500,334,96,9430
58,2,2,0,2,940,1250,107,16,2313
105,3,2,2,6,1002,2583,35,33,3653
41,1,1,1,3,534,2800,133,36,3503
90,3,1,1,1,1000,3000,50,39,4089
100,3,3,2,2,1300,2300,363,30,3993
890,5,6,8,0,0,11000,9500,166,20670
180,3,4,3,5,2800,9000,1125,115,13040
136,3,3,2,8,1535,9900,482,126,12040
175,1,3,2,19,900,4142,0,53,5095
100,3,2,2,3,885,1200,80,16,2181
65,2,2,1,9,541,1550,117,20,2228
50,2,1,0,2,1000,1000,45,13,2058
105,3,3,1,5,980,2150,0,28,3158
108,3,3,2,3,1800,4800,393,61,7054
55,1,1,0,1,150,730,0,10,890
46,2,1,1,5,500,1418,0,6,1924
71,3,4,0,0,0,4000,0,61,4061
93,3,2,2,10,1040,2600,240,33,3913
60,2,2,1,11,1680,6000,200,77,7957
250,3,2,5,0,0,4500,1000,68,5568
150,3,3,2,3,2100,2000,584,26,4710
90,2,1,1,1,1000,3000,50,39,4089
140,3,3,3,7,2200,8000,800,102,11100
68,2,1,0,0,0,1650,14,25,1689
530,4,5,6,0,0,5950,1200,90,7240
141,4,3,2,3,1500,4325,542,55,6422
44,2,1,0,3,490,1200,30,16,1736
50,2,1,1,1,520,1439,0,19,1978
216,3,5,0,14,3200,15000,1500,191,19890
60,2,2,1,1,862,2514,0,32,3408
20,1,1,0,0,20,1200,25,19,1264
250,3,4,0,1,2000,10000,1667,127,13790
92,3,2,2,13,720,3200,139,41,4100
90,2,1,1,0,0,2250,0,34,2284
60,2,2,2,2,2340,3570,284,46,6240
32,1,1,0,1,26,1290,33,17,1366
50,1,1,1,0,0,2592,0,24,2616
250,4,5,4,1,4200,12000,1667,153,18020
350,4,5,4,2,5000,15000,0,191,20190
73,3,2,2,6,812,1500,204,20,2536
74,3,2,1,14,510,1980,8,26,2524
200,3,2,3,0,0,2000,153,31,2184
230,2,3,1,1,3000,12000,450,153,15600
200,3,2,5,0,0,7000,963,106,8069
40,2,1,0,16,300,1644,0,21,1965
71,2,1,1,7,785,2559,0,32,3376
