payment_type,payment_installments,payment_value
boleto,1,119.18
boleto,1,44.65
credit_card,8,398.8
credit_card,3,305.41
credit_card,1,132.24
voucher,1,6.03
credit_card,8,1793.23
boleto,1,117.27
credit_card,1,145.86
credit_card,1,75.85
credit_card,3,47.83
voucher,1,66.59
credit_card,5,50.72
credit_card,1,146.3
boleto,1,51.76
credit_card,1,79.76
credit_card,2,355.38
credit_card,3,256.6
credit_card,5,57.53
credit_card,2,41.91
credit_card,8,205.38
credit_card,4,180.81
boleto,1,124.7
credit_card,10,309.41
credit_card,1,264.66
debit_card,1,46.01
credit_card,1,164.32
credit_card,7,157.84
credit_card,4,100.17
credit_card,1,39.09
credit_card,1,32.33
credit_card,5,82.0
boleto,1,318.32
credit_card,3,174.97
boleto,1,37.69
boleto,1,339.53
credit_card,10,114.9
credit_card,8,245.5
credit_card,2,52.53
credit_card,1,37.29
boleto,1,49.85
debit_card,1,62.65
boleto,1,129.53
credit_card,3,38.55
boleto,1,54.79
credit_card,1,100.89
boleto,1,304.56
credit_card,4,82.82
credit_card,4,75.48
voucher,1,20.0
credit_card,1,30.0
credit_card,1,193.6
credit_card,6,182.32
credit_card,3,66.5
credit_card,4,67.23
credit_card,1,249.8
boleto,1,152.06
credit_card,1,6.1
voucher,1,60.11
credit_card,10,1658.81
voucher,1,114.35
boleto,1,63.53
voucher,1,20.0
boleto,1,81.66
credit_card,3,57.38
credit_card,7,415.62
credit_card,4,99.9
credit_card,2,29.87
boleto,1,128.04
boleto,1,189.63
boleto,1,105.66
boleto,1,432.7
credit_card,2,264.84
credit_card,5,558.04
credit_card,4,111.02
credit_card,3,190.43
credit_card,1,58.52
credit_card,4,124.43
credit_card,10,262.16
voucher,1,39.08
credit_card,10,1155.56
boleto,1,589.08
boleto,1,157.28
credit_card,1,82.59
credit_card,1,123.82
credit_card,5,56.85
boleto,1,148.15
credit_card,1,52.57
credit_card,4,47.34
credit_card,1,108.2
credit_card,2,87.26
credit_card,3,56.69
credit_card,3,61.32
credit_card,1,91.23
credit_card,10,189.62
credit_card,8,366.1
boleto,1,213.54
boleto,1,128.02
credit_card,3,193.84
credit_card,1,100.53
boleto,1,36.69
credit_card,3,78.81
credit_card,2,274.25
boleto,1,113.11
credit_card,1,26.38
credit_card,3,208.65
credit_card,1,88.2
credit_card,5,57.82
credit_card,10,107.23
voucher,1,54.63
boleto,1,90.05
credit_card,1,120.18
credit_card,2,72.66
boleto,1,66.99
credit_card,2,85.14
credit_card,1,27.42
boleto,1,56.66
credit_card,6,67.5
credit_card,3,100.34
credit_card,1,73.77
credit_card,3,75.99
credit_card,2,98.34
boleto,1,71.81
credit_card,4,47.32
boleto,1,53.68
credit_card,4,104.42
credit_card,2,221.34
credit_card,1,27.7
credit_card,2,1351.51
credit_card,3,36.78
credit_card,8,437.26
credit_card,7,113.34
credit_card,4,43.13
credit_card,10,188.32
credit_card,3,77.89
voucher,1,36.98
credit_card,1,68.87
boleto,1,52.61
credit_card,4,292.63
boleto,1,44.09
credit_card,1,60.73
credit_card,1,73.06
credit_card,1,146.65
boleto,1,15.38
boleto,1,76.02
boleto,1,67.03
credit_card,2,316.72
credit_card,5,92.08
credit_card,5,248.4
credit_card,8,80.56
credit_card,1,109.22
credit_card,1,126.68
credit_card,8,175.4
credit_card,10,175.21
credit_card,2,232.76
credit_card,4,155.36
credit_card,8,163.66
credit_card,5,263.85
debit_card,1,59.42
voucher,1,67.88
credit_card,3,274.71
boleto,1,196.88
credit_card,6,112.62
credit_card,7,76.94
credit_card,3,88.32
credit_card,1,80.2
credit_card,4,138.02
credit_card,10,549.58
boleto,1,112.42
credit_card,6,68.3
credit_card,10,101.25
voucher,1,100.0
credit_card,1,78.38
credit_card,6,68.05
credit_card,2,72.09
credit_card,8,223.99
credit_card,4,230.78
boleto,1,54.33
credit_card,10,137.98
credit_card,1,365.43
boleto,1,158.45
credit_card,5,350.56
credit_card,5,51.88
credit_card,1,71.05
credit_card,1,93.28
credit_card,1,108.2
voucher,1,673.6
credit_card,3,76.87
credit_card,6,923.83
boleto,1,203.09
credit_card,1,91.18
credit_card,10,811.51
credit_card,10,668.04
credit_card,6,88.87
credit_card,1,114.88
voucher,1,2.32
credit_card,1,36.75
credit_card,2,50.06
credit_card,9,885.8
credit_card,4,96.55
credit_card,5,73.03
credit_card,10,173.82
credit_card,3,246.26
credit_card,2,23.86
credit_card,1,54.64
credit_card,8,199.36
boleto,1,111.58
credit_card,9,188.53
credit_card,3,237.86
credit_card,1,88.08
boleto,1,761.95
credit_card,1,79.6
credit_card,1,37.84
credit_card,1,36.39
credit_card,3,163.97
credit_card,4,623.48
credit_card,3,247.7
credit_card,10,133.76
credit_card,4,185.94
credit_card,4,106.55
credit_card,10,139.98
credit_card,8,347.42
credit_card,2,91.89
credit_card,3,249.8
credit_card,8,101.93
credit_card,1,37.77
boleto,1,38.71
credit_card,4,206.56
credit_card,3,73.15
credit_card,10,298.55
credit_card,7,173.49
credit_card,3,219.5
credit_card,3,62.76
credit_card,10,202.7
credit_card,2,443.73
credit_card,2,200.0
boleto,1,135.72
boleto,1,23.38
credit_card,4,185.21
credit_card,10,560.77
credit_card,1,87.15
credit_card,1,51.6
credit_card,1,19.86
credit_card,6,297.83
boleto,1,69.33
credit_card,2,130.34
credit_card,1,34.06
credit_card,1,31.29
credit_card,8,467.99
credit_card,3,96.09
credit_card,3,165.8
credit_card,3,115.48
credit_card,3,220.46
credit_card,6,358.34
credit_card,4,89.17
voucher,1,29.02
credit_card,2,171.45
boleto,1,249.2
boleto,1,172.13
credit_card,1,24.25
credit_card,2,95.21
credit_card,5,264.16
credit_card,1,27.48
credit_card,4,42.02
voucher,1,103.55
credit_card,4,56.77
boleto,1,354.52
boleto,1,74.05
credit_card,1,24.42
voucher,1,144.56
credit_card,5,58.1
boleto,1,176.16
credit_card,1,219.42
credit_card,1,171.01
boleto,1,75.07
credit_card,1,136.26
credit_card,1,132.05
credit_card,6,201.04
boleto,1,126.68
credit_card,1,87.52
credit_card,1,105.74
credit_card,4,112.02
credit_card,1,788.23
credit_card,1,166.62
credit_card,1,117.79
credit_card,3,86.05
credit_card,1,46.2
credit_card,10,284.77
boleto,1,67.42
credit_card,4,44.1
credit_card,8,170.61
credit_card,3,126.22
credit_card,3,83.23
credit_card,7,172.84
credit_card,1,52.68
credit_card,3,150.3
credit_card,5,185.39
credit_card,5,455.81
boleto,1,32.61
credit_card,1,160.79
credit_card,2,86.05
credit_card,8,679.04
credit_card,1,35.85
credit_card,9,98.51
credit_card,8,920.17
credit_card,2,74.58
credit_card,4,108.19
credit_card,1,68.35
credit_card,1,49.04
boleto,1,96.8
debit_card,1,321.58
credit_card,1,129.14
credit_card,1,83.23
credit_card,8,820.75
boleto,1,46.62
credit_card,1,97.36
credit_card,2,162.44
credit_card,10,355.11
credit_card,1,40.76
boleto,1,129.15
credit_card,3,277.52
credit_card,1,43.0
credit_card,5,125.01
credit_card,1,106.16
credit_card,1,122.8
boleto,1,303.12
credit_card,2,248.51
credit_card,7,135.49
credit_card,2,116.94
boleto,1,57.55
credit_card,4,138.08
credit_card,1,92.57
credit_card,2,82.65
boleto,1,94.3
credit_card,2,246.39
credit_card,8,1409.12
credit_card,8,151.4
boleto,1,113.76
boleto,1,25.2
credit_card,1,71.04
credit_card,2,113.25
boleto,1,91.56
credit_card,6,295.12
voucher,1,93.3
boleto,1,330.12
credit_card,6,158.52
boleto,1,58.27
credit_card,1,38.63
credit_card,3,144.96
credit_card,6,80.63
boleto,1,127.12
credit_card,1,72.42
voucher,1,103.35
boleto,1,51.84
voucher,1,42.26
credit_card,1,38.37
boleto,1,142.87
credit_card,3,157.3
credit_card,1,59.0
credit_card,8,145.68
boleto,1,92.9
credit_card,8,318.78
credit_card,1,65.05
credit_card,1,17.38
credit_card,1,33.24
boleto,1,263.47
credit_card,2,199.14
credit_card,2,85.37
credit_card,2,57.13
boleto,1,100.82
credit_card,7,87.8
credit_card,2,316.19
credit_card,10,145.56
credit_card,1,66.49
credit_card,1,68.7
credit_card,5,162.24
credit_card,2,168.88
boleto,1,27.85
voucher,1,3.81
credit_card,2,200.35
debit_card,1,179.57
credit_card,2,153.23
credit_card,6,62.28
boleto,1,211.03
credit_card,1,29.44
credit_card,6,133.77
boleto,1,313.53
credit_card,3,37.86
credit_card,1,78.65
credit_card,3,31.75
credit_card,6,65.84
boleto,1,82.5
credit_card,2,204.54
boleto,1,128.24
credit_card,3,61.79
credit_card,1,30.86
boleto,1,121.38
boleto,1,62.43
boleto,1,36.0
credit_card,4,203.67
credit_card,1,52.6
credit_card,2,195.36
credit_card,1,52.78
credit_card,1,125.64
credit_card,1,29.7
credit_card,10,254.91
credit_card,6,675.09
credit_card,1,56.32
voucher,1,113.88
boleto,1,850.92
credit_card,1,113.62
boleto,1,52.84
voucher,1,14.78
credit_card,3,290.01
credit_card,5,88.27
credit_card,1,37.0
boleto,1,255.51
boleto,1,218.64
credit_card,1,211.87
boleto,1,82.06
credit_card,5,57.49
credit_card,2,137.03
credit_card,2,31.33
credit_card,3,239.42
credit_card,2,131.56
credit_card,12,136.08
boleto,1,136.5
credit_card,1,174.35
credit_card,4,99.0
boleto,1,65.01
voucher,1,66.67
credit_card,3,102.03
boleto,1,65.1
credit_card,10,108.0
boleto,1,41.2
credit_card,1,96.86
credit_card,1,61.96
credit_card,1,97.62
boleto,1,197.73
credit_card,5,185.93
credit_card,1,67.36
credit_card,2,136.52
boleto,1,36.29
boleto,1,62.28
credit_card,1,59.3
boleto,1,17.78
credit_card,5,101.12
credit_card,2,56.62
credit_card,1,27.78
credit_card,5,81.69
credit_card,2,96.74
credit_card,2,51.84
credit_card,4,137.23
credit_card,1,64.58
credit_card,10,579.93
credit_card,10,383.6
credit_card,1,23.29
credit_card,7,168.24
credit_card,10,213.8
credit_card,4,224.17
debit_card,1,50.0
boleto,1,451.94
credit_card,10,116.3
credit_card,10,426.39
credit_card,10,188.55
credit_card,2,620.03
credit_card,2,46.84
credit_card,2,105.08
credit_card,1,107.58
boleto,1,64.66
boleto,1,45.53
credit_card,6,168.61
boleto,1,37.69
credit_card,1,141.42
credit_card,3,110.61
credit_card,1,16.38
credit_card,1,182.92
credit_card,1,1404.41
voucher,1,6.44
credit_card,1,28.88
credit_card,5,286.9
boleto,1,54.79
credit_card,10,153.32
credit_card,3,498.57
credit_card,10,287.0
credit_card,1,200.13
credit_card,8,106.54
credit_card,7,214.98
credit_card,1,97.29
credit_card,2,42.51
boleto,1,376.26
credit_card,2,139.59
credit_card,1,43.14
voucher,1,5.39
credit_card,10,131.82
voucher,1,20.0
credit_card,7,621.07
debit_card,1,62.65
credit_card,8,179.04
credit_card,4,53.96
credit_card,6,135.72
credit_card,3,39.78
credit_card,1,146.12
credit_card,1,44.72
credit_card,1,94.74
credit_card,3,75.4
credit_card,5,58.29
credit_card,1,73.43
credit_card,1,209.59
debit_card,1,62.78
credit_card,4,245.35
credit_card,2,29.85
credit_card,4,275.98
boleto,1,24.94
boleto,1,182.65
boleto,1,88.72
credit_card,10,184.94
debit_card,1,53.72
voucher,1,186.43
credit_card,1,65.39
credit_card,8,101.25
boleto,1,44.83
credit_card,1,91.47
voucher,1,22.36
credit_card,3,153.45
credit_card,3,80.57
credit_card,2,24.17
boleto,1,135.08
credit_card,1,161.23
credit_card,4,846.7
credit_card,1,49.16
credit_card,2,45.0
credit_card,8,281.76
voucher,1,28.04
credit_card,1,168.2
voucher,1,14.04
credit_card,5,187.65
boleto,1,218.97
credit_card,3,65.71
credit_card,1,67.38
boleto,1,192.76
credit_card,1,137.73
credit_card,8,357.58
boleto,1,81.89
credit_card,2,122.57
voucher,1,43.19
credit_card,1,150.62
credit_card,1,21.29
credit_card,10,347.24
credit_card,3,158.22
credit_card,5,114.0
credit_card,3,271.27
credit_card,3,559.85
credit_card,3,112.63
boleto,1,254.84
credit_card,1,93.54
credit_card,3,67.86
boleto,1,288.99
credit_card,1,32.7
credit_card,1,65.62
credit_card,1,39.44
boleto,1,70.82
credit_card,4,43.69
credit_card,1,69.82
credit_card,1,1.62
credit_card,2,189.69
credit_card,2,94.31
credit_card,3,33.98
credit_card,1,60.34
credit_card,5,245.35
debit_card,1,31.33
credit_card,2,209.15
credit_card,1,64.51
voucher,1,41.67
credit_card,1,74.05
boleto,1,163.13
voucher,1,31.44
boleto,1,41.78
boleto,1,181.07
credit_card,2,66.23
credit_card,1,144.82
credit_card,5,122.17
credit_card,4,292.28
boleto,1,94.61
credit_card,6,137.23
debit_card,1,94.58
credit_card,4,443.35
voucher,1,89.03
credit_card,7,79.19
boleto,1,43.5
credit_card,10,212.75
credit_card,10,256.91
credit_card,2,131.46
boleto,1,113.8
boleto,1,153.05
voucher,1,13.47
voucher,1,80.31
boleto,1,87.64
credit_card,1,42.4
credit_card,4,213.09
credit_card,5,59.47
credit_card,1,56.78
credit_card,1,54.38
credit_card,3,204.45
boleto,1,135.61
credit_card,1,77.6
credit_card,2,51.69
credit_card,1,80.88
boleto,1,74.11
voucher,1,44.51
credit_card,2,213.93
credit_card,1,78.47
boleto,1,63.31
voucher,1,50.0
credit_card,4,102.07
boleto,1,214.32
credit_card,5,569.51
boleto,1,165.4
credit_card,1,5.97
boleto,1,66.1
credit_card,8,323.91
credit_card,2,167.88
credit_card,3,204.84
credit_card,6,87.17
boleto,1,120.17
boleto,1,55.34
credit_card,1,129.11
voucher,1,100.0
voucher,1,34.45
credit_card,10,137.47
boleto,1,47.19
boleto,1,68.96
credit_card,1,132.96
voucher,1,119.68
credit_card,1,53.7
boleto,1,83.13
credit_card,1,42.77
credit_card,1,7.58
voucher,1,300.0
credit_card,1,93.04
credit_card,3,149.09
credit_card,2,68.02
credit_card,4,89.58
boleto,1,163.9
voucher,1,3.26
credit_card,1,40.09
credit_card,2,168.86
credit_card,6,96.83
boleto,1,435.95
credit_card,2,165.94
credit_card,6,76.74
boleto,1,39.16
credit_card,3,267.12
boleto,1,68.83
voucher,1,47.92
voucher,1,5.54
credit_card,10,129.36
credit_card,2,136.08
credit_card,1,103.08
credit_card,1,54.18
boleto,1,76.56
credit_card,3,205.76
boleto,1,100.33
credit_card,8,87.51
boleto,1,53.9
credit_card,1,91.05
boleto,1,67.5
credit_card,10,117.1
boleto,1,42.92
boleto,1,38.13
credit_card,1,67.91
credit_card,3,31.85
boleto,1,57.69
credit_card,1,53.43
boleto,1,202.98
credit_card,2,31.01
boleto,1,115.16
boleto,1,331.66
credit_card,4,231.17
boleto,1,472.8
credit_card,4,80.23
credit_card,1,128.5
credit_card,10,139.69
credit_card,3,72.14
credit_card,6,137.2
boleto,1,201.09
credit_card,2,129.19
credit_card,2,124.07
credit_card,6,92.99
voucher,1,5.62
credit_card,2,39.22
credit_card,1,170.62
credit_card,8,148.77
credit_card,10,300.49
credit_card,1,46.1
boleto,1,56.6
credit_card,1,177.31
debit_card,1,124.4
boleto,1,156.45
boleto,1,131.57
credit_card,2,65.0
credit_card,5,111.69
credit_card,2,41.85
credit_card,8,448.51
boleto,1,157.24
credit_card,3,104.32
credit_card,1,49.24
boleto,1,96.22
credit_card,1,42.96
credit_card,2,104.38
credit_card,1,55.29
credit_card,10,220.19
credit_card,3,252.43
boleto,1,53.53
credit_card,3,104.37
credit_card,3,68.87
credit_card,3,143.87
credit_card,3,94.52
credit_card,10,124.27
boleto,1,508.38
credit_card,1,62.43
credit_card,1,133.46
voucher,1,147.55
voucher,1,28.36
credit_card,2,84.15
credit_card,1,39.48
credit_card,3,75.53
boleto,1,129.98
boleto,1,454.0
boleto,1,37.77
boleto,1,86.58
credit_card,3,133.11
boleto,1,151.15
boleto,1,30.95
credit_card,5,54.0
credit_card,1,292.5
credit_card,1,57.43
credit_card,8,172.16
credit_card,1,66.75
credit_card,1,65.0
credit_card,1,57.43
credit_card,3,87.71
credit_card,3,169.94
credit_card,5,108.86
boleto,1,20.28
boleto,1,148.0
boleto,1,32.77
voucher,1,145.65
credit_card,4,139.98
boleto,1,28.41
credit_card,1,39.84
credit_card,4,663.24
credit_card,4,269.0
credit_card,1,129.39
credit_card,1,202.46
credit_card,4,115.71
credit_card,2,280.42
voucher,1,85.81
credit_card,2,45.69
credit_card,1,914.05
credit_card,10,249.67
credit_card,1,63.5
credit_card,1,37.86
boleto,1,77.89
credit_card,4,67.5
voucher,1,2.24
credit_card,3,206.08
credit_card,5,107.51
credit_card,2,105.28
credit_card,3,245.67
credit_card,1,34.0
credit_card,1,107.78
credit_card,1,43.41
boleto,1,104.98
credit_card,6,80.51
credit_card,2,152.38
credit_card,1,31.13
credit_card,3,99.43
credit_card,4,212.03
debit_card,1,103.3
credit_card,3,70.14
credit_card,2,168.2
credit_card,9,92.73
credit_card,3,193.67
credit_card,6,214.87
credit_card,1,43.0
debit_card,1,90.99
credit_card,2,220.04
credit_card,1,50.1
credit_card,9,189.41
credit_card,8,305.78
credit_card,6,238.69
credit_card,8,914.27
credit_card,1,63.55
boleto,1,33.2
credit_card,2,71.53
credit_card,6,189.1
boleto,1,44.29
credit_card,1,111.78
credit_card,2,108.15
debit_card,1,133.15
credit_card,7,159.25
credit_card,5,133.05
credit_card,6,61.22
boleto,1,221.13
credit_card,3,86.73
credit_card,4,224.9
boleto,1,46.6
voucher,1,20.0
boleto,1,64.34
credit_card,6,248.96
credit_card,1,62.52
credit_card,10,270.54
credit_card,1,87.32
credit_card,2,109.35
credit_card,3,98.79
boleto,1,390.31
credit_card,10,282.47
credit_card,2,198.46
credit_card,7,71.36
credit_card,8,405.83
credit_card,4,84.72
credit_card,1,28.17
credit_card,1,28.77
boleto,1,82.33
credit_card,1,26.59
credit_card,6,138.97
credit_card,1,136.6
credit_card,1,77.16
credit_card,2,121.04
credit_card,6,241.08
credit_card,3,168.8
credit_card,8,190.55
credit_card,3,36.36
credit_card,3,61.48
credit_card,5,191.93
credit_card,3,73.03
credit_card,1,96.8
credit_card,7,200.04
credit_card,6,400.65
credit_card,10,256.48
boleto,1,85.71
credit_card,8,451.03
voucher,1,90.4
credit_card,4,66.3
credit_card,1,44.52
voucher,1,50.0
credit_card,1,193.02
credit_card,10,844.82
credit_card,2,57.29
credit_card,2,152.39
boleto,1,174.82
voucher,1,2.96
boleto,1,81.14
credit_card,1,65.93
credit_card,3,35.69
credit_card,3,38.16
credit_card,5,152.16
credit_card,1,46.0
credit_card,1,68.13
credit_card,7,521.37
boleto,1,95.21
boleto,1,98.64
credit_card,1,24.38
credit_card,4,44.3
credit_card,3,155.19
credit_card,1,40.84
voucher,1,34.78
voucher,1,61.02
credit_card,1,129.22
boleto,1,97.35
credit_card,1,52.01
credit_card,1,139.22
credit_card,8,246.29
boleto,1,79.0
credit_card,5,127.51
credit_card,8,234.89
boleto,1,22.1
voucher,1,20.0
credit_card,10,468.81
credit_card,1,82.33
credit_card,4,45.49
boleto,1,123.57
credit_card,7,72.66
boleto,1,165.8
credit_card,1,185.18
credit_card,2,36.09
credit_card,1,30.0
credit_card,3,63.33
boleto,1,195.56
credit_card,8,818.32
voucher,1,19.6
voucher,1,17.77
credit_card,2,111.89
voucher,1,108.29
credit_card,8,201.42
credit_card,1,67.5
boleto,1,69.22
credit_card,1,39.1
boleto,1,81.99
boleto,1,66.73
credit_card,1,64.56
credit_card,1,169.29
credit_card,2,90.02
boleto,1,103.12
credit_card,4,45.0
voucher,1,68.61
credit_card,5,105.67
credit_card,1,234.62
credit_card,6,170.15
credit_card,1,120.39
credit_card,1,143.67
boleto,1,41.93
credit_card,1,88.18
credit_card,9,205.48
credit_card,2,99.47
credit_card,2,61.63
credit_card,4,128.95
boleto,1,225.14
credit_card,6,112.08
credit_card,5,363.95
credit_card,3,176.39
credit_card,10,761.82
credit_card,10,1002.71
credit_card,6,66.6
voucher,1,25.0
voucher,1,97.66
credit_card,2,132.08
voucher,1,31.7
boleto,1,115.59
credit_card,1,107.78
boleto,1,84.1
credit_card,1,485.34
credit_card,1,31.51
credit_card,2,24.42
voucher,1,72.15
boleto,1,116.36
credit_card,2,57.84
credit_card,1,70.7
boleto,1,93.22
boleto,1,569.61
boleto,1,103.55
credit_card,4,157.32
credit_card,1,170.86
credit_card,5,91.88
credit_card,3,159.86
credit_card,2,24.83
credit_card,1,23.28
credit_card,8,137.31
credit_card,9,689.87
credit_card,3,158.13
credit_card,2,52.38
boleto,1,43.1
credit_card,1,49.82
credit_card,1,7.74
voucher,1,27.39
voucher,1,20.38
credit_card,1,24.1
credit_card,2,136.6
credit_card,2,117.62
credit_card,1,40.79
credit_card,1,55.09
credit_card,2,128.93
voucher,1,6.84
credit_card,4,206.56
credit_card,3,224.05
credit_card,8,94.4
boleto,1,37.61
credit_card,5,122.88
boleto,1,226.14
credit_card,1,68.97
credit_card,4,171.08
boleto,1,39.0
boleto,1,151.06
boleto,1,219.48
credit_card,6,159.74
credit_card,4,109.3
credit_card,3,197.0
credit_card,4,51.82
credit_card,1,86.25
credit_card,1,117.94
credit_card,2,119.6
boleto,1,69.63
credit_card,1,69.93
voucher,1,73.59
credit_card,5,363.96
credit_card,6,60.45
credit_card,8,223.19
credit_card,1,79.23
credit_card,7,154.72
credit_card,1,35.79
credit_card,1,60.72
credit_card,15,392.94
boleto,1,42.8
credit_card,4,168.58
credit_card,1,38.78
credit_card,2,26.84
credit_card,2,213.74
boleto,1,78.67
credit_card,1,262.9
credit_card,8,299.68
credit_card,2,105.47
credit_card,3,165.3
credit_card,1,45.61
boleto,1,138.15
credit_card,2,100.35
boleto,1,90.38
credit_card,4,249.59
boleto,1,48.69
boleto,1,52.5
debit_card,1,60.8
boleto,1,228.16
credit_card,3,64.09
credit_card,4,110.02
voucher,1,24.55
credit_card,1,35.82
credit_card,2,122.1
boleto,1,117.51
boleto,1,65.1
credit_card,10,528.87
credit_card,10,112.42
credit_card,1,73.13
credit_card,6,137.99
credit_card,1,73.15
credit_card,1,203.7
boleto,1,741.73
credit_card,3,253.79
credit_card,5,52.0
credit_card,3,32.09
credit_card,1,124.5
credit_card,1,21.17
boleto,1,38.71
credit_card,1,47.46
debit_card,1,750.21
credit_card,1,83.64
boleto,1,152.72
credit_card,1,75.27
boleto,1,94.87
credit_card,3,144.56
credit_card,2,131.04
credit_card,1,82.91
credit_card,2,174.65
boleto,1,99.65
credit_card,2,42.38
voucher,1,252.97
credit_card,6,68.45
credit_card,1,104.56
credit_card,6,70.65
credit_card,1,48.61
credit_card,1,46.78
credit_card,6,156.9
credit_card,10,291.12
credit_card,1,35.42
boleto,1,94.3
credit_card,1,48.79
credit_card,10,199.84
credit_card,8,87.88
credit_card,10,427.29
credit_card,1,99.43
credit_card,24,599.18
boleto,1,104.37
credit_card,10,346.06
boleto,1,334.45
credit_card,6,133.9
credit_card,1,68.63
credit_card,2,56.01
voucher,1,25.0
credit_card,3,34.71
credit_card,8,144.34
credit_card,3,237.63
voucher,1,25.0
credit_card,1,37.0
credit_card,5,89.67
credit_card,1,45.09
credit_card,3,173.8
credit_card,2,211.49
credit_card,1,35.77
credit_card,6,133.35
boleto,1,134.94
credit_card,4,210.47
credit_card,5,58.28
boleto,1,107.9
credit_card,1,66.64
credit_card,1,38.28
boleto,1,83.23
boleto,1,105.28
credit_card,3,155.14
credit_card,1,824.17
boleto,1,87.64
boleto,1,32.96
boleto,1,73.38
credit_card,6,415.02
credit_card,6,148.2
boleto,1,51.63
credit_card,3,194.88
boleto,1,116.94
credit_card,4,594.23
boleto,1,66.14
credit_card,1,100.73
credit_card,3,423.63
credit_card,1,118.48
credit_card,2,143.8
credit_card,1,81.42
credit_card,1,82.98
credit_card,1,45.09
credit_card,4,86.37
credit_card,1,115.23
boleto,1,91.18
boleto,1,110.98
credit_card,3,51.0
credit_card,2,33.12
boleto,1,31.75
boleto,1,119.84
credit_card,4,318.14
credit_card,2,196.45
credit_card,1,47.79
credit_card,2,140.07
credit_card,4,224.69
credit_card,1,40.43
credit_card,4,216.27
credit_card,4,53.84
credit_card,1,59.32
credit_card,3,30.24
credit_card,2,190.37
credit_card,1,58.27
credit_card,1,45.28
credit_card,5,291.43
credit_card,7,70.89
credit_card,10,187.53
credit_card,5,125.42
credit_card,1,49.96
credit_card,10,1118.05
boleto,1,129.39
credit_card,1,35.75
credit_card,1,165.7
credit_card,2,128.21
credit_card,1,40.79
credit_card,4,192.59
credit_card,1,63.1
credit_card,5,765.8
credit_card,6,669.0
credit_card,1,35.0
credit_card,1,117.27
credit_card,2,129.09
credit_card,2,139.22
credit_card,5,51.56
credit_card,1,92.41
boleto,1,121.1
credit_card,2,61.64
boleto,1,56.69
credit_card,3,215.85
credit_card,5,77.97
credit_card,2,148.15
credit_card,5,289.22
credit_card,1,243.4
credit_card,2,111.61
credit_card,1,83.33
credit_card,1,52.77
credit_card,10,181.15
credit_card,5,277.12
credit_card,8,188.45
credit_card,1,121.58
credit_card,1,85.37
credit_card,2,70.49
credit_card,5,101.08
boleto,1,80.45
credit_card,4,396.22
credit_card,3,175.25
boleto,1,329.16
credit_card,4,787.6
credit_card,1,130.57
credit_card,8,191.68
boleto,1,47.0
credit_card,1,5.84
voucher,1,45.0
credit_card,1,143.78
debit_card,1,35.77
credit_card,4,198.31
credit_card,1,67.06
voucher,1,42.06
credit_card,2,143.92
credit_card,8,245.83
voucher,1,197.55
voucher,1,53.9
boleto,1,86.15
credit_card,1,44.0
boleto,1,255.96
credit_card,1,101.86
credit_card,10,455.71
credit_card,1,448.05
credit_card,4,92.57
credit_card,3,46.94
credit_card,2,63.1
credit_card,10,250.69
credit_card,2,70.89
credit_card,8,1328.59
debit_card,1,24.68
credit_card,4,99.43
credit_card,3,163.62
boleto,1,31.55
boleto,1,49.34
debit_card,1,44.0
credit_card,3,175.28
credit_card,3,273.32
boleto,1,43.22
credit_card,4,201.89
boleto,1,37.61
credit_card,6,445.45
credit_card,2,72.83
credit_card,2,68.23
voucher,1,5.23
credit_card,1,88.37
credit_card,10,627.24
credit_card,2,195.78
credit_card,2,88.48
voucher,1,506.56
credit_card,3,76.65
boleto,1,163.25
boleto,1,137.16
credit_card,1,112.2
boleto,1,42.0
credit_card,15,216.39
credit_card,3,181.84
boleto,1,114.1
credit_card,8,207.33
boleto,1,164.81
credit_card,2,108.1
credit_card,1,22.38
credit_card,10,224.07
credit_card,1,52.77
boleto,1,3406.47
credit_card,1,187.1
boleto,1,94.91
voucher,1,79.56
credit_card,6,676.84
credit_card,1,150.74
credit_card,1,54.38
credit_card,2,72.75
credit_card,1,34.1
boleto,1,60.22
credit_card,10,527.12
boleto,1,226.72
boleto,1,86.8
boleto,1,121.28
credit_card,1,68.01
credit_card,2,28.59
credit_card,6,136.5
credit_card,1,393.76
credit_card,10,666.88
credit_card,4,95.01
credit_card,2,139.77
credit_card,8,122.36
credit_card,1,45.95
boleto,1,65.93
credit_card,5,146.9
credit_card,4,109.32
credit_card,8,351.99
debit_card,1,99.8
credit_card,10,114.44
voucher,1,56.88
boleto,1,81.15
credit_card,10,1053.74
boleto,1,36.0
credit_card,4,47.68
credit_card,3,242.62
boleto,1,68.25
credit_card,1,260.99
credit_card,1,48.13
credit_card,1,215.83
credit_card,6,70.52
credit_card,1,80.2
credit_card,3,187.8
credit_card,5,71.72
credit_card,2,22.07
voucher,1,195.94
credit_card,2,191.19
boleto,1,28.69
boleto,1,102.18
credit_card,8,199.14
boleto,1,85.81
credit_card,3,65.74
credit_card,1,160.18
credit_card,1,44.47
credit_card,1,66.1
credit_card,2,84.23
boleto,1,200.36
boleto,1,56.44
credit_card,1,22.28
credit_card,10,270.2
boleto,1,196.95
voucher,1,39.06
credit_card,8,416.45
boleto,1,134.98
boleto,1,33.0
credit_card,5,112.03
credit_card,1,270.18
credit_card,1,65.6
credit_card,3,91.19
credit_card,8,195.68
credit_card,2,102.13
credit_card,1,76.98
boleto,1,36.78
